year,age,sex,race,indicator,value,lower,upper,unit,source,category,subcategory,description
2014,65+,Overall,Overall,Obesity,24.8,18.5,32.1,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,20-44,Overall,Overall,Obesity,24.5,18.5,30.7,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,45-64,Overall,Overall,Obesity,30.3,23.4,37.2,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,65+,Overall,Overall,Obesity,23.9,18,30,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,20-44,Overall,Overall,Obesity,28.1,20.8,36,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,45-64,Overall,Overall,Obesity,34.3,26.4,42.5,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,65+,Overall,Overall,Obesity,28,20.9,36.1,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,20-44,Overall,Overall,Obesity,26.1,16.2,36.9,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,45-64,Overall,Overall,Obesity,33.8,22,46.7,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,65+,Overall,Overall,Obesity,27.5,17.1,39.7,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,20-44,Overall,Overall,Obesity,25.5,17.2,34.8,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,45-64,Overall,Overall,Obesity,32.2,21.3,43.4,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,65+,Overall,Overall,Obesity,26.3,18,36.2,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,20-44,Overall,Overall,Obesity,24.6,16,34.3,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,45-64,Overall,Overall,Obesity,30.5,20.3,42.1,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,65+,Overall,Overall,Obesity,24.5,16.1,36.3,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,20-44,Overall,Overall,Obesity,20.7,13.2,29,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,45-64,Overall,Overall,Obesity,26,16.6,36.6,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,65+,Overall,Overall,Obesity,20.4,13,28.7,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,20-44,Overall,Overall,Obesity,28.1,20.5,35.6,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,45-64,Overall,Overall,Obesity,34,25.6,42.4,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,65+,Overall,Overall,Obesity,26,18.9,33.4,"Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2004,Overall,Male,Overall,Obesity,22.3,16.8,28.7,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2004,Overall,Female,Overall,Obesity,21.4,16.3,26.9,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2005,Overall,Male,Overall,Obesity,21.6,14.9,28.7,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2005,Overall,Female,Overall,Obesity,21.3,15.1,28.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2006,Overall,Male,Overall,Obesity,25.5,18.5,33.9,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2006,Overall,Female,Overall,Obesity,25.2,18.3,32.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2007,Overall,Male,Overall,Obesity,32.1,25.6,39.9,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2007,Overall,Female,Overall,Obesity,32.8,26.2,39.4,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2008,Overall,Male,Overall,Obesity,28.9,22.1,36.7,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2008,Overall,Female,Overall,Obesity,28.6,21.8,36.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2009,Overall,Male,Overall,Obesity,27.1,19.6,35.4,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2009,Overall,Female,Overall,Obesity,27,20.2,35,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2010,Overall,Male,Overall,Obesity,24.1,16.4,31.7,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2010,Overall,Female,Overall,Obesity,23.6,16.7,31.2,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2011,Overall,Male,Overall,Obesity,18.9,13.2,26,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2011,Overall,Female,Overall,Obesity,18,12.6,24.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2012,Overall,Male,Overall,Obesity,15.8,11.2,23.2,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2012,Overall,Female,Overall,Obesity,15.1,10.7,22.2,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2013,Overall,Male,Overall,Obesity,23.8,18.2,30.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2013,Overall,Female,Overall,Obesity,23.8,18.2,30.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2014,Overall,Male,Overall,Obesity,27.6,21.2,34.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2014,Overall,Female,Overall,Obesity,27.3,20.8,34.4,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Overall,Male,Overall,Obesity,26.7,20.3,33.2,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2015,Overall,Female,Overall,Obesity,25.8,19.6,32.1,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Overall,Male,Overall,Obesity,30.4,23.2,38.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2016,Overall,Female,Overall,Obesity,29.7,22.7,37.1,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,Overall,Male,Overall,Obesity,28.9,18.5,40.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2017,Overall,Female,Overall,Obesity,28.6,18.3,40.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,Overall,Male,Overall,Obesity,27.6,18.1,37.7,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,Overall,Female,Overall,Obesity,27.8,19,37.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Male,Overall,Obesity,26.3,17.5,36.1,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Female,Overall,Obesity,26.5,17.6,37.1,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Male,Overall,Obesity,22.3,14.4,31.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Female,Overall,Obesity,22.3,14.3,31.2,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,Overall,Male,Overall,Obesity,29.4,21.7,37.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,Overall,Female,Overall,Obesity,29.7,22,37.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Diseases and Lifestyle Conditions,No Subcategory,No Description
2004,Overall,Overall,Overall,Physical Inactivity,20.3,15.1,25.6,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2005,Overall,Overall,Overall,Physical Inactivity,15.8,8.7,25.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2006,Overall,Overall,Overall,Physical Inactivity,24,18.3,30.5,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2007,Overall,Overall,Overall,Physical Inactivity,28.2,22.7,34.6,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2008,Overall,Overall,Overall,Physical Inactivity,27.3,21.8,33.6,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2009,Overall,Overall,Overall,Physical Inactivity,23.1,17.4,29.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2010,Overall,Overall,Overall,Physical Inactivity,21.8,15.9,28.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2011,Overall,Overall,Overall,Physical Inactivity,20.6,14.7,27.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2012,Overall,Overall,Overall,Physical Inactivity,15.4,10.6,21.1,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2013,Overall,Overall,Overall,Physical Inactivity,25.4,19.4,32.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2014,Overall,Overall,Overall,Physical Inactivity,23.9,18.8,29.3,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2015,Overall,Overall,Overall,Physical Inactivity,23.3,17.5,29.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2016,Overall,Overall,Overall,Physical Inactivity,21.5,16.3,27.9,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2017,Overall,Overall,Overall,Physical Inactivity,15.4,10.3,21.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Physical Inactivity,18.4,12,25.4,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Physical Inactivity,23.6,16.8,30.4,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Physical Inactivity,19.8,13.9,26.6,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Physical Inactivity,19.1,13.7,25.8,"Age-Adjusted Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2004,20-44,Overall,Overall,Physical Inactivity,17,12.1,22.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2004,45-64,Overall,Overall,Physical Inactivity,21.9,16.4,28.3,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2004,65+,Overall,Overall,Physical Inactivity,27.5,20.3,34.9,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2005,20-44,Overall,Overall,Physical Inactivity,13.3,6.8,22.5,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2005,45-64,Overall,Overall,Physical Inactivity,16.8,9,28.2,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2005,65+,Overall,Overall,Physical Inactivity,21.7,11.5,34.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2006,20-44,Overall,Overall,Physical Inactivity,19.5,13.8,26.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2006,45-64,Overall,Overall,Physical Inactivity,27.2,20.4,35.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2006,65+,Overall,Overall,Physical Inactivity,31.8,23.5,39.7,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2007,20-44,Overall,Overall,Physical Inactivity,23.1,17.3,30,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2007,45-64,Overall,Overall,Physical Inactivity,31.8,25.5,39,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2007,65+,Overall,Overall,Physical Inactivity,37.2,29.6,45.2,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2008,20-44,Overall,Overall,Physical Inactivity,22.5,16.6,29.2,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2008,45-64,Overall,Overall,Physical Inactivity,31.1,24.3,38.9,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2008,65+,Overall,Overall,Physical Inactivity,35.1,28.2,42.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2009,20-44,Overall,Overall,Physical Inactivity,19.2,13.5,25.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2009,45-64,Overall,Overall,Physical Inactivity,26,19.2,34.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2009,65+,Overall,Overall,Physical Inactivity,30,22.6,38.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2010,20-44,Overall,Overall,Physical Inactivity,18.2,12.7,24.9,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2010,45-64,Overall,Overall,Physical Inactivity,24.4,17.5,32.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2010,65+,Overall,Overall,Physical Inactivity,28.3,20.2,37.2,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2011,20-44,Overall,Overall,Physical Inactivity,17.1,11.5,24.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2011,45-64,Overall,Overall,Physical Inactivity,22.9,15.8,31.8,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2011,65+,Overall,Overall,Physical Inactivity,27.2,19.7,35.8,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2012,20-44,Overall,Overall,Physical Inactivity,12.2,8.2,17,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2012,45-64,Overall,Overall,Physical Inactivity,17.1,11.8,23.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2012,65+,Overall,Overall,Physical Inactivity,22.1,15.6,29.7,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2013,20-44,Overall,Overall,Physical Inactivity,21.3,15.5,28.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2013,45-64,Overall,Overall,Physical Inactivity,28.2,21.2,35.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2013,65+,Overall,Overall,Physical Inactivity,33,25.7,40.7,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2014,20-44,Overall,Overall,Physical Inactivity,19.1,14,24.7,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2014,45-64,Overall,Overall,Physical Inactivity,26.9,20.4,33.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2014,65+,Overall,Overall,Physical Inactivity,33,25.9,40.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2015,20-44,Overall,Overall,Physical Inactivity,19.2,13.3,25.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2015,45-64,Overall,Overall,Physical Inactivity,26,19.2,33.4,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2015,65+,Overall,Overall,Physical Inactivity,31,23.1,40.5,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2016,20-44,Overall,Overall,Physical Inactivity,16.9,12.3,23.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2016,45-64,Overall,Overall,Physical Inactivity,24.7,17.9,33.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2016,65+,Overall,Overall,Physical Inactivity,30.1,22.8,38.9,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2017,20-44,Overall,Overall,Physical Inactivity,12.6,8.3,18.1,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2017,45-64,Overall,Overall,Physical Inactivity,17.4,11.7,24.6,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
2017,65+,Overall,Overall,Physical Inactivity,20.4,13.9,28.3,"Percentage, Adults Aged 20+ Years",DA,Social Determinants of Health,No Subcategory,No Description
